sn_in_category,test_name,test_category,category_section,price_outsourced,price_walkin,price_hospital,test_key
1,SODIUM,RENAL ELECTROLYTE / BONE (CHEMISTRY),CHEMISTRY,"₦ 4,000","₦ 4,000","₦1,000",renal_electrolyte_bone_chemistry__sodium
2,POTASSIUM,RENAL ELECTROLYTE / BONE (CHEMISTRY),CHEMISTRY,"₦ 4,000","₦ 4,000","₦1,000",renal_electrolyte_bone_chemistry__potassium
3,UREA,RENAL ELECTROLYTE / BONE (CHEMISTRY),CHEMISTRY,"₦ 4,000","₦ 4,000","₦1,000",renal_electrolyte_bone_chemistry__urea
4,PHOSPHATE(Serum),RENAL ELECTROLYTE / BONE (CHEMISTRY),CHEMISTRY,"₦ 4,500","₦ 4,500","₦1,500",renal_electrolyte_bone_chemistry__phosphate_serum
5,CREATININE,RENAL ELECTROLYTE / BONE (CHEMISTRY),CHEMISTRY,"₦ 4,000","₦ 4,000","₦1,000",renal_electrolyte_bone_chemistry__creatinine
6,CREATININE CLEARANCE(24 hour Urine),RENAL ELECTROLYTE / BONE (CHEMISTRY),CHEMISTRY,"₦ 10,500","₦ 10,500","₦5,000",renal_electrolyte_bone_chemistry__creatinine_clearance_24_hour_urine
7,"ELECTROLYTES,UREA& CREATININE",RENAL ELECTROLYTE / BONE (CHEMISTRY),CHEMISTRY,"₦ 11,500","₦ 11,500","₦6,000",renal_electrolyte_bone_chemistry__electrolytes_urea_creatinine
8,ELECTROLYTES,RENAL ELECTROLYTE / BONE (CHEMISTRY),CHEMISTRY,"₦ 7,000","₦ 7,000","₦4,000",renal_electrolyte_bone_chemistry__electrolytes
9,MAGNESIUM,RENAL ELECTROLYTE / BONE (CHEMISTRY),CHEMISTRY,"₦ 10,000","₦ 10,000","₦4,000",renal_electrolyte_bone_chemistry__magnesium
10,CALCIUM (Corrected),RENAL ELECTROLYTE / BONE (CHEMISTRY),CHEMISTRY,"₦ 7,000","₦ 7,000","₦2,000",renal_electrolyte_bone_chemistry__calcium_corrected
11,CALCULUS ANALYSIS,RENAL ELECTROLYTE / BONE (CHEMISTRY),CHEMISTRY,"₦ 60,000","₦ 60,000","₦4,000",renal_electrolyte_bone_chemistry__calculus_analysis
12,"1,25 DIHYDROXY VIT D3",RENAL ELECTROLYTE / BONE (CHEMISTRY),CHEMISTRY,"₦ 70,000","₦ 70,000","₦60,000",renal_electrolyte_bone_chemistry__1_25_dihydroxy_vit_d3
13,URIC ACID(SERUM),RENAL ELECTROLYTE / BONE (CHEMISTRY),CHEMISTRY,"₦ 4,000","₦ 4,000","₦2,000",renal_electrolyte_bone_chemistry__uric_acid_serum
14,CREATININE (24 Hour Urine),RENAL ELECTROLYTE / BONE (CHEMISTRY),CHEMISTRY,"₦ 10,500","₦ 10,500","₦4,000",renal_electrolyte_bone_chemistry__creatinine_24_hour_urine
15,25-HYDROXYL VITAMIN D3,RENAL ELECTROLYTE / BONE (CHEMISTRY),CHEMISTRY,"₦ 25,000","₦ 25,000","₦25,000",renal_electrolyte_bone_chemistry__25_hydroxyl_vitamin_d3
16,Erythropoetin EPO,RENAL ELECTROLYTE / BONE (CHEMISTRY),CHEMISTRY,"₦ 36,000","₦ 36,000","₦30,000",renal_electrolyte_bone_chemistry__erythropoetin_epo
17,24 HOUR URINE CALCIUM/PHOSPHATE,RENAL ELECTROLYTE / BONE (CHEMISTRY),CHEMISTRY,"₦ 10,000","₦ 10,000","₦6,000",renal_electrolyte_bone_chemistry__24_hour_urine_calcium_phosphate
18,24 HOUR URINE PROTEIN,RENAL ELECTROLYTE / BONE (CHEMISTRY),CHEMISTRY,"₦ 10,000","₦ 10,000","₦5,000",renal_electrolyte_bone_chemistry__24_hour_urine_protein
19,T24 HOUR URINE URIC ACID,RENAL ELECTROLYTE / BONE (CHEMISTRY),CHEMISTRY,"₦ 10,000","₦ 10,000","₦5,000",renal_electrolyte_bone_chemistry__t24_hour_urine_uric_acid
20,ESTIMATED GFR,RENAL ELECTROLYTE / BONE (CHEMISTRY),CHEMISTRY,"₦ 3,000","₦ 3,000","₦2,000",renal_electrolyte_bone_chemistry__estimated_gfr
21,LITHIUMM,RENAL ELECTROLYTE / BONE (CHEMISTRY),CHEMISTRY,N/A,N/A,N/A,renal_electrolyte_bone_chemistry__lithiumm
22,CHLORIDE,RENAL ELECTROLYTE / BONE (CHEMISTRY),CHEMISTRY,"₦ 4,500","₦ 4,500","₦1,000",renal_electrolyte_bone_chemistry__chloride
23,CYSTATIN C,RENAL ELECTROLYTE / BONE (CHEMISTRY),CHEMISTRY,N/A,N/A,N/A,renal_electrolyte_bone_chemistry__cystatin_c
24,B - TRACE PROTEIN,RENAL ELECTROLYTE / BONE (CHEMISTRY),CHEMISTRY,N/A,N/A,N/A,renal_electrolyte_bone_chemistry__b_trace_protein
25,INULIN,RENAL ELECTROLYTE / BONE (CHEMISTRY),CHEMISTRY,"₦ 29,000","₦ 29,000",N/A,renal_electrolyte_bone_chemistry__inulin
26,IOHEXOL,RENAL ELECTROLYTE / BONE (CHEMISTRY),CHEMISTRY,N/A,N/A,N/A,renal_electrolyte_bone_chemistry__iohexol
27,HBAIC,RENAL ELECTROLYTE / BONE (CHEMISTRY),CHEMISTRY,"₦ 12,000","₦ 12,000",N/A,renal_electrolyte_bone_chemistry__hbaic
28,BETA 2 MICROGLOBULIN,RENAL ELECTROLYTE / BONE (CHEMISTRY),CHEMISTRY,"₦ 35,000","₦ 35,000","₦25,000",renal_electrolyte_bone_chemistry__beta_2_microglobulin
29,LACTATE DEHYDROGENASE(LDH),RENAL ELECTROLYTE / BONE (CHEMISTRY),CHEMISTRY,"₦ 15,500","₦ 15,500","₦8,000",renal_electrolyte_bone_chemistry__lactate_dehydrogenase_ldh
30,SERUM OSMOLALITY,RENAL ELECTROLYTE / BONE (CHEMISTRY),CHEMISTRY,N/A,N/A,N/A,renal_electrolyte_bone_chemistry__serum_osmolality
31,BLOOD GASES,RENAL ELECTROLYTE / BONE (CHEMISTRY),CHEMISTRY,N/A,N/A,N/A,renal_electrolyte_bone_chemistry__blood_gases
32,COMPLEMENT COMPONENT 3,RENAL ELECTROLYTE / BONE (CHEMISTRY),CHEMISTRY,"₦ 14,000","₦ 14,000","₦8,500",renal_electrolyte_bone_chemistry__complement_component_3
33,MERCURY(URINE),RENAL ELECTROLYTE / BONE (CHEMISTRY),CHEMISTRY,N/A,N/A,"₦63,200",renal_electrolyte_bone_chemistry__mercury_urine
34,URINE URIC ACID,RENAL ELECTROLYTE / BONE (CHEMISTRY),CHEMISTRY,"₦ 5,200","₦ 5,200",N/A,renal_electrolyte_bone_chemistry__urine_uric_acid
35,24HR PROTEIN CREATININE RATIO (PCR),RENAL ELECTROLYTE / BONE (CHEMISTRY),CHEMISTRY,"₦ 25,000","₦ 25,000","₦25,000",renal_electrolyte_bone_chemistry__24hr_protein_creatinine_ratio_pcr
1,ALP,LIVER / PANCRESE (CHEMISTRY),CHEMISTRY,"₦ 4,500","₦ 4,500","₦1,000",liver_pancrese_chemistry__alp
2,GGT,LIVER / PANCRESE (CHEMISTRY),CHEMISTRY,"₦ 4,500","₦ 4,500","₦1,000",liver_pancrese_chemistry__ggt
3,AST,LIVER / PANCRESE (CHEMISTRY),CHEMISTRY,"₦ 4,500","₦ 4,500","₦1,000",liver_pancrese_chemistry__ast
4,ALT,LIVER / PANCRESE (CHEMISTRY),CHEMISTRY,"₦ 4,500","₦ 4,500","₦1,000",liver_pancrese_chemistry__alt
5,PROTEIN TOTAL / ALBUMIN,LIVER / PANCRESE (CHEMISTRY),CHEMISTRY,"₦ 4,000","₦ 4,000","₦1,500",liver_pancrese_chemistry__protein_total_albumin
6,"BILIRUBIN(Total, Conj)",LIVER / PANCRESE (CHEMISTRY),CHEMISTRY,"₦ 4,500","₦ 4,500","₦2,000",liver_pancrese_chemistry__bilirubin_total_conj
7,AMYLASE(SERUM),LIVER / PANCRESE (CHEMISTRY),CHEMISTRY,"₦ 15,000","₦ 15,000","₦7,000",liver_pancrese_chemistry__amylase_serum
8,AMYLASE(Urine random),LIVER / PANCRESE (CHEMISTRY),CHEMISTRY,"₦ 15,000","₦ 15,000","₦3,000",liver_pancrese_chemistry__amylase_urine_random
9,LDH,LIVER / PANCRESE (CHEMISTRY),CHEMISTRY,"₦ 15,500","₦ 15,500","₦7,000",liver_pancrese_chemistry__ldh
10,CHOLINESTERASE,LIVER / PANCRESE (CHEMISTRY),CHEMISTRY,N/A,N/A,"₦12,000",liver_pancrese_chemistry__cholinesterase
11,LFT + PROTEINS,LIVER / PANCRESE (CHEMISTRY),CHEMISTRY,"₦ 11,500","₦ 11,500","₦6,000",liver_pancrese_chemistry__lft_proteins
12,PROTEIN ELECTROPHORESIS(Incl. myeloma),LIVER / PANCRESE (CHEMISTRY),CHEMISTRY,"₦ 25,000","₦ 25,000","₦15,000",liver_pancrese_chemistry__protein_electrophoresis_incl_myeloma
13,LDH,LIVER / PANCRESE (CHEMISTRY),CHEMISTRY,"₦ 15,500","₦ 15,500","₦6,500",liver_pancrese_chemistry__ldh
14,"BILIRUBIN(Direct, Conj)",LIVER / PANCRESE (CHEMISTRY),CHEMISTRY,"₦ 4,500","₦ 4,500",N/A,liver_pancrese_chemistry__bilirubin_direct_conj
15,"CA 19 - 9(G.I.T, Pancrese)",LIVER / PANCRESE (CHEMISTRY),CHEMISTRY,"₦ 20,000","₦ 20,000","₦15,000",liver_pancrese_chemistry__ca_19_9_g_i_t_pancrese
16,ALBUMIN,LIVER / PANCRESE (CHEMISTRY),CHEMISTRY,"₦ 3,500","₦ 3,500","₦1,000",liver_pancrese_chemistry__albumin
17,CEA,LIVER / PANCRESE (CHEMISTRY),CHEMISTRY,"₦ 20,000","₦ 20,000","₦7,000",liver_pancrese_chemistry__cea
18,COMPLEMENT COMPONENT 3(C3),LIVER / PANCRESE (CHEMISTRY),CHEMISTRY,"₦ 22,000","₦ 22,000","₦8,500",liver_pancrese_chemistry__complement_component_3_c3
19,COMPLEMENT COMPONENT 4(C4),LIVER / PANCRESE (CHEMISTRY),CHEMISTRY,"₦ 22,000","₦ 22,000","₦1,000",liver_pancrese_chemistry__complement_component_4_c4
20,IMMUNOGLOBULIN (IGA),LIVER / PANCRESE (CHEMISTRY),CHEMISTRY,"₦ 25,000","₦ 25,000","₦12,000",liver_pancrese_chemistry__immunoglobulin_iga
21,IMMUNOGLOBULIN(IGG),LIVER / PANCRESE (CHEMISTRY),CHEMISTRY,"₦ 25,000","₦ 25,000","₦12,000",liver_pancrese_chemistry__immunoglobulin_igg
22,IMMUNOGLOBULIN(IGM),LIVER / PANCRESE (CHEMISTRY),CHEMISTRY,"₦ 25,000","₦ 25,000","₦15,000",liver_pancrese_chemistry__immunoglobulin_igm
23,TOTAL PROTEIN,LIVER / PANCRESE (CHEMISTRY),CHEMISTRY,"₦ 4,000","₦ 4,000","₦1,000",liver_pancrese_chemistry__total_protein
24,C - PEPTIDE,LIVER / PANCRESE (CHEMISTRY),CHEMISTRY,"₦ 17,000","₦ 17,000","₦25,000",liver_pancrese_chemistry__c_peptide
25,ANA,LIVER / PANCRESE (CHEMISTRY),CHEMISTRY,"₦ 30,000","₦ 30,000",N/A,liver_pancrese_chemistry__ana
26,SMA,LIVER / PANCRESE (CHEMISTRY),CHEMISTRY,N/A,N/A,N/A,liver_pancrese_chemistry__sma
27,AMA,LIVER / PANCRESE (CHEMISTRY),CHEMISTRY,"₦ 30,000","₦ 30,000",N/A,liver_pancrese_chemistry__ama
28,LKM - 1,LIVER / PANCRESE (CHEMISTRY),CHEMISTRY,"₦ 85,000","₦ 85,000","₦85,000",liver_pancrese_chemistry__lkm_1
29,ANTINEUTROPHIL CYTOPLASMIC AB(ANCA),LIVER / PANCRESE (CHEMISTRY),CHEMISTRY,"₦ 87,000","₦ 87,000","₦70,000",liver_pancrese_chemistry__antineutrophil_cytoplasmic_ab_anca
30,SLA,LIVER / PANCRESE (CHEMISTRY),CHEMISTRY,N/A,N/A,N/A,liver_pancrese_chemistry__sla
31,FASTING INSULIN RESISTANCE,LIVER / PANCRESE (CHEMISTRY),CHEMISTRY,N/A,N/A,N/A,liver_pancrese_chemistry__fasting_insulin_resistance
32,SERUM INSULIN,LIVER / PANCRESE (CHEMISTRY),CHEMISTRY,"₦ 16,500","₦ 16,500","₦15,000",liver_pancrese_chemistry__serum_insulin
33,MICROALBUMIN(urine)QUANTITATIVE,LIVER / PANCRESE (CHEMISTRY),CHEMISTRY,"₦ 25,000","₦ 25,000","₦10,000",liver_pancrese_chemistry__microalbumin_urine_quantitative
34,SERUM GASTRIN,LIVER / PANCRESE (CHEMISTRY),CHEMISTRY,"₦ 35,000","₦ 35,000","₦35,000",liver_pancrese_chemistry__serum_gastrin
35,FAECAL CALPROTECTIN,LIVER / PANCRESE (CHEMISTRY),CHEMISTRY,"₦ 70,000","₦ 70,000",N/A,liver_pancrese_chemistry__faecal_calprotectin
36,ALPHA - 1 ANTIANTITRYPSIN,LIVER / PANCRESE (CHEMISTRY),CHEMISTRY,N/A,N/A,"₦32,000",liver_pancrese_chemistry__alpha_1_antiantitrypsin
37,SECRETIN STIMULATION TEST,LIVER / PANCRESE (CHEMISTRY),CHEMISTRY,N/A,N/A,N/A,liver_pancrese_chemistry__secretin_stimulation_test
38,FAECAL ELASTASE TEST,LIVER / PANCRESE (CHEMISTRY),CHEMISTRY,N/A,N/A,N/A,liver_pancrese_chemistry__faecal_elastase_test
39,LIPASE,LIVER / PANCRESE (CHEMISTRY),CHEMISTRY,"₦ 20,000","₦ 20,000","₦9,000",liver_pancrese_chemistry__lipase
1,GLUCOSE FASTING,DIABETES (CHEMISTRY),CHEMISTRY,"₦ 4,000","₦ 4,000","₦1,000",diabetes_chemistry__glucose_fasting
2,GLUCOSE RANDOM,DIABETES (CHEMISTRY),CHEMISTRY,"₦ 4,000","₦ 4,000","₦1,000",diabetes_chemistry__glucose_random
3,GLUCOSE 2hr POST PRANDIAL,DIABETES (CHEMISTRY),CHEMISTRY,"₦ 4,500","₦ 4,500","₦2,000",diabetes_chemistry__glucose_2hr_post_prandial
4,ORAL GLUCOSE TOLERANCE TEST (OGTT),DIABETES (CHEMISTRY),CHEMISTRY,"₦ 7,000","₦ 7,000","₦5,000",diabetes_chemistry__oral_glucose_tolerance_test_ogtt
5,HBA1C,DIABETES (CHEMISTRY),CHEMISTRY,"₦ 12,000","₦ 12,000","₦12,000",diabetes_chemistry__hba1c
6,C-PEPTIDE,DIABETES (CHEMISTRY),CHEMISTRY,"₦ 17,000","₦ 17,000","₦25,000",diabetes_chemistry__c_peptide
7,MICRO ALBUMIN (ACR Urine ( Quantitative),DIABETES (CHEMISTRY),CHEMISTRY,"₦ 25,000","₦ 25,000","₦15,000",diabetes_chemistry__micro_albumin_acr_urine_quantitative
8,FASTING INSULIN,DIABETES (CHEMISTRY),CHEMISTRY,"₦ 25,000","₦ 25,000","₦20,000",diabetes_chemistry__fasting_insulin
9,ANTI-GAD ANTIBODY TEST,DIABETES (CHEMISTRY),CHEMISTRY,"₦ 42,000","₦ 42,000","₦28,000",diabetes_chemistry__anti_gad_antibody_test
10,Urine Osmolarity,DIABETES (CHEMISTRY),CHEMISTRY,"₦ 15,000","₦ 15,000","₦15,000",diabetes_chemistry__urine_osmolarity
11,LACTATE,DIABETES (CHEMISTRY),CHEMISTRY,N/A,"₦ 30,000",N/A,diabetes_chemistry__lactate
12,DIABETIC PROFILE,DIABETES (CHEMISTRY),CHEMISTRY,"₦ 45,000","₦ 45,000","₦17,000",diabetes_chemistry__diabetic_profile
13,DHEA - S,DIABETES (CHEMISTRY),CHEMISTRY,"₦ 20,000","₦ 20,000","₦12,000",diabetes_chemistry__dhea_s
14,CARDIOLIPIN ANTIBODIES(IgG),DIABETES (CHEMISTRY),CHEMISTRY,"₦ 25,000","₦ 25,000","₦15,000",diabetes_chemistry__cardiolipin_antibodies_igg
1,TROPONIN I,CARDIAC / MUSCLE (CHEMISTRY),CHEMISTRY,"₦ 17,000","₦ 17,000","₦12,000",cardiac_muscle_chemistry__troponin_i
2,CK - MB MASS,CARDIAC / MUSCLE (CHEMISTRY),CHEMISTRY,"₦ 17,000","₦ 17,000","₦14,000",cardiac_muscle_chemistry__ck_mb_mass
3,MYOGLOBIN SERUM,CARDIAC / MUSCLE (CHEMISTRY),CHEMISTRY,"₦ 20,000","₦ 20,000","₦15,000",cardiac_muscle_chemistry__myoglobin_serum
4,CARDIAC MARKERS,CARDIAC / MUSCLE (CHEMISTRY),CHEMISTRY,N/A,N/A,N/A,cardiac_muscle_chemistry__cardiac_markers
5,NT - PROBNP,CARDIAC / MUSCLE (CHEMISTRY),CHEMISTRY,"₦ 25,000","₦ 25,000","₦20,000",cardiac_muscle_chemistry__nt_probnp
6,CK,CARDIAC / MUSCLE (CHEMISTRY),CHEMISTRY,"₦ 17,000","₦ 17,000","₦6,000",cardiac_muscle_chemistry__ck
7,TROPONIN T,CARDIAC / MUSCLE (CHEMISTRY),CHEMISTRY,"₦ 25,000","₦ 25,000","₦14,000",cardiac_muscle_chemistry__troponin_t
8,NT - proBNP,CARDIAC / MUSCLE (CHEMISTRY),CHEMISTRY,"₦ 25,000","₦ 25,000","₦20,000",cardiac_muscle_chemistry__nt_probnp
9,LP - PLA2,CARDIAC / MUSCLE (CHEMISTRY),CHEMISTRY,"₦ 20,000","₦ 20,000","₦20,000",cardiac_muscle_chemistry__lp_pla2
10,FACTOR VIII,CARDIAC / MUSCLE (CHEMISTRY),CHEMISTRY,"₦ 125,000","₦ 125,000",N/A,cardiac_muscle_chemistry__factor_viii
11,FACTOR X,CARDIAC / MUSCLE (CHEMISTRY),CHEMISTRY,"₦ 125,000","₦ 125,000",N/A,cardiac_muscle_chemistry__factor_x
12,a - HBDH,CARDIAC / MUSCLE (CHEMISTRY),CHEMISTRY,N/A,N/A,N/A,cardiac_muscle_chemistry__a_hbdh
13,ANGIOTENSIN 1,CARDIAC / MUSCLE (CHEMISTRY),CHEMISTRY,N/A,N/A,N/A,cardiac_muscle_chemistry__angiotensin_1
14,ANGIOTENSIN 11,CARDIAC / MUSCLE (CHEMISTRY),CHEMISTRY,N/A,N/A,N/A,cardiac_muscle_chemistry__angiotensin_11
15,ANGIOTENSIN CONVERTING ENZYME(ACE),CARDIAC / MUSCLE (CHEMISTRY),CHEMISTRY,N/A,N/A,"₦25,000",cardiac_muscle_chemistry__angiotensin_converting_enzyme_ace
16,XDP D - DIMER,CARDIAC / MUSCLE (CHEMISTRY),CHEMISTRY,"₦ 17,000","₦ 17,000","₦14,000",cardiac_muscle_chemistry__xdp_d_dimer
17,ALDOSTERONE,CARDIAC / MUSCLE (CHEMISTRY),CHEMISTRY,"₦ 60,000","₦ 60,000","₦20,000",cardiac_muscle_chemistry__aldosterone
18,COMPREHENSIVE CARDIAC TEST PACKAGE,CARDIAC / MUSCLE (CHEMISTRY),CHEMISTRY,N/A,N/A,N/A,cardiac_muscle_chemistry__comprehensive_cardiac_test_package
19,LIPID PROFILE,CARDIAC / MUSCLE (CHEMISTRY),CHEMISTRY,"₦ 15,000","₦ 15,000","₦13,000",cardiac_muscle_chemistry__lipid_profile
20,SERUM CHOLESTEROL,CARDIAC / MUSCLE (CHEMISTRY),CHEMISTRY,"₦ 4,500","₦ 4,500","₦1,300",cardiac_muscle_chemistry__serum_cholesterol
21,SERUM TRIGLYCERIDE,CARDIAC / MUSCLE (CHEMISTRY),CHEMISTRY,"₦ 8,000","₦ 8,000","₦1,300",cardiac_muscle_chemistry__serum_triglyceride
22,(CPK) CREATINE PHOSPHOKINASE,CARDIAC / MUSCLE (CHEMISTRY),CHEMISTRY,"₦ 23,000","₦ 23,000","₦20,000",cardiac_muscle_chemistry__cpk_creatine_phosphokinase
1,COMPREHENSIVE CARDIAC/MUSCLE PACKAGE,LIPIDS / CAD DISK (CHEMISTRY),CHEMISTRY,N/A,N/A,N/A,lipids_cad_disk_chemistry__comprehensive_cardiac_muscle_package
2,HDL,LIPIDS / CAD DISK (CHEMISTRY),CHEMISTRY,"₦ 17,000","₦ 17,000","₦1,000",lipids_cad_disk_chemistry__hdl
3,Apolipoprotein A1,LIPIDS / CAD DISK (CHEMISTRY),CHEMISTRY,"₦ 21,000","₦ 21,000","₦21,000",lipids_cad_disk_chemistry__apolipoprotein_a1
4,Apolipoprotein B,LIPIDS / CAD DISK (CHEMISTRY),CHEMISTRY,"₦ 21,000","₦ 21,000","₦21,000",lipids_cad_disk_chemistry__apolipoprotein_b
1,COMPLEMENT COMPONENT 3 (C3),INFLAMATION / IMMUNE (CHEMISTRY),CHEMISTRY,"₦ 22,000","₦ 22,000","₦10,000",inflamation_immune_chemistry__complement_component_3_c3
2,"IMMUNOGLOBULINS(IgG, IgA, IgM)",INFLAMATION / IMMUNE (CHEMISTRY),CHEMISTRY,"₦ 75,000","₦ 75,000","₦30,000",inflamation_immune_chemistry__immunoglobulins_igg_iga_igm
3,PROCALCITONIN (Quantitative),INFLAMATION / IMMUNE (CHEMISTRY),CHEMISTRY,"₦ 50,000","₦ 50,000","₦20,000",inflamation_immune_chemistry__procalcitonin_quantitative
4,CAERULOPLASMIN,INFLAMATION / IMMUNE (CHEMISTRY),CHEMISTRY,N/A,N/A,"₦15,050",inflamation_immune_chemistry__caeruloplasmin
5,COPPER SERUM,INFLAMATION / IMMUNE (CHEMISTRY),CHEMISTRY,N/A,N/A,"₦30,000",inflamation_immune_chemistry__copper_serum
6,COMPLEMENT C4,INFLAMATION / IMMUNE (CHEMISTRY),CHEMISTRY,"₦ 22,000","₦ 22,000","₦10,000",inflamation_immune_chemistry__complement_c4
7,COMPREHENSIVE INFLAMMATION TEST PACKAGE,INFLAMATION / IMMUNE (CHEMISTRY),CHEMISTRY,N/A,N/A,N/A,inflamation_immune_chemistry__comprehensive_inflammation_test_package
8,HS - CRP,INFLAMATION / IMMUNE (CHEMISTRY),CHEMISTRY,"₦ 15,000","₦ 15,000","₦8,000",inflamation_immune_chemistry__hs_crp
9,RHEUMATOID FACTOR,INFLAMATION / IMMUNE (CHEMISTRY),CHEMISTRY,"₦ 10,000","₦ 10,000","₦5,000",inflamation_immune_chemistry__rheumatoid_factor
10,CRP,INFLAMATION / IMMUNE (CHEMISTRY),CHEMISTRY,"₦ 15,000","₦ 15,000","₦8,000",inflamation_immune_chemistry__crp
11,LEVETICACETAM(KEPPRA)TEST,INFLAMATION / IMMUNE (CHEMISTRY),CHEMISTRY,N/A,N/A,"₦89,500",inflamation_immune_chemistry__leveticacetam_keppra_test
12,TISSUE TRANSGLUTAMINASE(TTG),INFLAMATION / IMMUNE (CHEMISTRY),CHEMISTRY,N/A,N/A,"₦25,000",inflamation_immune_chemistry__tissue_transglutaminase_ttg
1,SERUM GASTRIC LEVEL,OTHERS (CHEMISTRY),CHEMISTRY,"₦ 28,560","₦ 28,560","₦19,000",others_chemistry__serum_gastric_level
2,URINARY STONE ANALYSIS,OTHERS (CHEMISTRY),CHEMISTRY,N/A,N/A,"₦25,000",others_chemistry__urinary_stone_analysis
3,CSF CHEMISTRY,OTHERS (CHEMISTRY),CHEMISTRY,"₦ 6,000","₦ 6,000","₦5,000",others_chemistry__csf_chemistry
4,URINE ALBUMIN/CREATINE RATIO,OTHERS (CHEMISTRY),CHEMISTRY,"₦ 5,000","₦ 5,000","₦4,000",others_chemistry__urine_albumin_creatine_ratio
5,SERUM LEPTIN,OTHERS (CHEMISTRY),CHEMISTRY,N/A,N/A,"₦35,000",others_chemistry__serum_leptin
6,BASIC KIDNEY FUNCTION,OTHERS (CHEMISTRY),CHEMISTRY,N/A,N/A,"₦25,000",others_chemistry__basic_kidney_function
7,SELENUM,OTHERS (CHEMISTRY),CHEMISTRY,"₦ 87,500","₦ 87,500","₦40,000",others_chemistry__selenum
8,BONE PROFILE,OTHERS (CHEMISTRY),CHEMISTRY,"₦ 158,400","₦ 158,400","₦132,000",others_chemistry__bone_profile
9,ADENINE DEAMINASE,OTHERS (CHEMISTRY),CHEMISTRY,N/A,N/A,"₦20,000",others_chemistry__adenine_deaminase
10,CALCITONIN,OTHERS (CHEMISTRY),CHEMISTRY,"₦ 50,000","₦ 50,000","₦25,000",others_chemistry__calcitonin
11,METALS,OTHERS (CHEMISTRY),CHEMISTRY,N/A,N/A,N/A,others_chemistry__metals
12,ZINC,OTHERS (CHEMISTRY),CHEMISTRY,"₦ 56,000","₦ 56,000","₦10,000",others_chemistry__zinc
13,SULPHUR,OTHERS (CHEMISTRY),CHEMISTRY,N/A,N/A,N/A,others_chemistry__sulphur
14,COPPER,OTHERS (CHEMISTRY),CHEMISTRY,N/A,N/A,N/A,others_chemistry__copper
15,MANGANESE,OTHERS (CHEMISTRY),CHEMISTRY,N/A,N/A,N/A,others_chemistry__manganese
16,MOLYBDENUM,OTHERS (CHEMISTRY),CHEMISTRY,N/A,N/A,N/A,others_chemistry__molybdenum
17,DRUGS,OTHERS (CHEMISTRY),CHEMISTRY,N/A,N/A,N/A,others_chemistry__drugs
18,VITAMINS,OTHERS (CHEMISTRY),CHEMISTRY,N/A,N/A,N/A,others_chemistry__vitamins
19,ALPHA - 1 ANTITRYPSIN,OTHERS (CHEMISTRY),CHEMISTRY,N/A,N/A,"₦32,000",others_chemistry__alpha_1_antitrypsin
20,ALCOHOL(ETHANOL),OTHERS (CHEMISTRY),CHEMISTRY,"₦ 12,000","₦ 12,000","₦10,000",others_chemistry__alcohol_ethanol
21,17 Alpha hydroxyprogesterone,OTHERS (CHEMISTRY),CHEMISTRY,N/A,N/A,"₦45,000",others_chemistry__17_alpha_hydroxyprogesterone
22,ACETONE(URINE),OTHERS (CHEMISTRY),CHEMISTRY,N/A,N/A,"₦21,000",others_chemistry__acetone_urine
23,ADENOVIRUS IGM & IGG,OTHERS (CHEMISTRY),CHEMISTRY,"₦ 45,600","₦ 45,600","₦38,000",others_chemistry__adenovirus_igm_igg
24,"ADRENALIN,URINE",OTHERS (CHEMISTRY),CHEMISTRY,"₦ 55,200","₦ 55,200","₦68,000",others_chemistry__adrenalin_urine
25,"ADRENALIN,PLASMA",OTHERS (CHEMISTRY),CHEMISTRY,"₦ 55,200","₦ 55,200","₦46,000",others_chemistry__adrenalin_plasma
26,ALDOLASE,OTHERS (CHEMISTRY),CHEMISTRY,"₦ 43,200","₦ 43,200","₦36,000",others_chemistry__aldolase
